Spectrum Name:
Description:
Student ID:
Detector Used:
Comments:
Acquisition Mode:,MCS Internal
High Voltage:,650
Conversion Gain:,1024
Coarse Gain:,1
Fine Gain:,1.73
Upper Discriminator:,731
Lower Discriminator:,591
Calibration Coefficients:Elapsed Real Time:,0.0
Elapsed Live Time:,0.0
Start Time:,February 17, 2025, 03:12:11
End Time:,February 17, 2025, 03:12:52
ROIs:
ROI:,Low,High,Gross,Net,FWHM,Centroid

1,36,38,168,12,0,36
2,96,206,5339,509,4,151
3,299,300,89,2,0,299

Channel Data:
Channel,Energy,Counts
244,,53
245,,45
246,,42
247,,54
248,,45
249,,46
250,,50
251,,40
252,,54
253,,45
254,,35
255,,59
256,,45
257,,33
258,,43
259,,53
260,,48
261,,61
262,,37
263,,45
264,,56
265,,60
266,,48
267,,37
268,,54
269,,42
270,,38
271,,42
272,,55
273,,51
274,,58
275,,48
276,,43
277,,55
278,,40
279,,44
280,,63
281,,43
282,,56
283,,41
284,,39
285,,47
286,,50
287,,43
288,,53
289,,43
290,,49
291,,62
292,,43
293,,39
294,,43
295,,68
296,,47
297,,47
298,,41
299,,45
300,,44
301,,43
302,,52
303,,54
304,,59
305,,31
306,,46
307,,55
308,,45
309,,50
310,,53
311,,49
312,,49
313,,50
314,,48
315,,57
316,,44
317,,48
318,,39
319,,46
320,,53
321,,50
322,,62
323,,58
324,,53
325,,35
326,,46
327,,40
328,,41
329,,41
330,,46
331,,37
332,,54
333,,42
334,,55
335,,59
336,,55
337,,52
338,,40
339,,54
340,,51
341,,64
342,,49
343,,53
344,,47
345,,45
346,,42
347,,46
348,,53
349,,48
350,,46
351,,56
352,,55
353,,64
354,,61
355,,34
356,,44
357,,45
358,,45
359,,48
360,,41
361,,52
362,,60
363,,45
364,,42
365,,58
366,,50
367,,47
368,,39
369,,57
370,,44
371,,53
372,,53
373,,58
374,,45
375,,41
376,,62
377,,47
378,,46
379,,56
380,,50
381,,56
382,,56
383,,44
384,,53
385,,39
386,,52
387,,47
388,,53
389,,50
390,,49
391,,46
392,,48
393,,52
394,,48
395,,46
396,,58
397,,41
398,,50
399,,56
400,,47
401,,47
402,,46
403,,42
404,,46
405,,55
406,,62
407,,48
408,,45
409,,54
410,,54
411,,61
412,,43
413,,40
414,,43
415,,52
416,,52
417,,46
418,,51
419,,64
420,,43
421,,41
422,,39
423,,47
424,,45
425,,48
426,,46
427,,45
428,,48
429,,45
430,,55
431,,50
432,,44
433,,40
434,,53
435,,59
436,,48
437,,50
438,,60
439,,50
440,,46
441,,49
442,,44
443,,66
444,,49
445,,48
446,,45
447,,55
448,,56
449,,47
450,,51
451,,51
452,,48
453,,42
454,,51
455,,65
456,,44
457,,42
458,,39
459,,47
460,,44
461,,42
462,,48
463,,53
464,,47
465,,54
466,,41
467,,45
468,,59
469,,35
470,,47
471,,53
472,,50
473,,48
474,,56
475,,48
476,,45
477,,44
478,,43
479,,41
480,,50
481,,43
482,,47
483,,45
484,,44
485,,38
486,,47
487,,50
488,,49
489,,41
490,,44
491,,47
492,,36
493,,35
494,,51
495,,47
496,,58
497,,42
498,,37
499,,44
500,,53
501,,42
502,,41
503,,50
504,,47
505,,50
506,,50
507,,35
508,,43
509,,40
510,,50
511,,52
512,,54
513,,48
514,,46
515,,56
516,,41
517,,62
518,,37
519,,43
520,,39
521,,60
522,,50
523,,58
524,,49
525,,54
526,,56
527,,41
528,,51
529,,54
530,,49
531,,42
532,,58
533,,58
534,,51
535,,46
536,,58
537,,44
538,,54
539,,40
540,,59
541,,54
542,,56
543,,41
544,,42
545,,54
546,,58
547,,45
548,,53
549,,50
550,,46
551,,32
552,,45
553,,42
554,,60
555,,39
556,,49
557,,50
558,,57
559,,49
560,,55
561,,67
562,,63
563,,47
564,,47
565,,52
566,,47
567,,53
568,,40
569,,56
570,,45
571,,63
572,,58
573,,50
574,,40
575,,45
576,,42
577,,39
578,,49
579,,52
580,,58
581,,38
582,,43
583,,56
584,,55
585,,38
586,,53
587,,38
588,,48
589,,59
590,,43
591,,50
592,,47
593,,42
594,,34
595,,52
596,,50
597,,47
598,,38
599,,56
600,,49
601,,55
602,,53
603,,47
604,,55
605,,36
606,,49
607,,48
608,,53
609,,50
610,,50
611,,58
612,,43
613,,42
614,,49
615,,41
616,,55
617,,51
618,,60
619,,42
620,,46
621,,59
622,,42
623,,52
624,,49
625,,54
626,,45
627,,40
628,,47
629,,54
630,,49
631,,41
632,,43
633,,44
634,,42
635,,41
636,,41
637,,46
638,,40
639,,51
640,,41
641,,44
642,,54
643,,57
644,,36
645,,46
646,,55
647,,51
648,,48
649,,40
650,,52
651,,45
652,,59
653,,50
654,,45
655,,59
656,,41
657,,47
658,,30
659,,59
660,,46
661,,49
662,,42
663,,50
664,,59
665,,39
666,,48
667,,40
668,,60
669,,46
670,,39
671,,61
672,,46
673,,54
674,,65
675,,61
676,,39
677,,48
678,,49
679,,44
680,,48
681,,46
682,,53
683,,44
684,,59
685,,39
686,,45
687,,50
688,,46
689,,67
690,,54
691,,59
692,,63
693,,44
694,,43
695,,57
696,,52
697,,65
698,,41
699,,47
700,,48
701,,45
702,,65
703,,43
704,,54
705,,45
706,,44
707,,46
708,,45
709,,42
710,,55
711,,42
712,,45
713,,46
714,,62
715,,38
716,,41
717,,42
718,,45
719,,50
720,,45
721,,48
722,,64
723,,51
724,,47
725,,53
726,,45
727,,45
728,,60
729,,46
730,,57
731,,47
732,,48
733,,53
734,,52
735,,45
736,,62
737,,47
738,,53
739,,64
740,,35
741,,53
742,,42
743,,55
744,,56
745,,49
746,,45
747,,50
748,,53
749,,52
750,,41
751,,40
752,,43
753,,44
754,,49
755,,46
756,,42
757,,55
758,,37
759,,49
760,,52
761,,39
762,,51
763,,42
764,,52
765,,59
766,,51
767,,59
768,,42
769,,51
770,,34
771,,50
772,,43
773,,41
774,,44
775,,45
776,,58
777,,38
778,,57
779,,36
780,,49
781,,49
782,,41
783,,51
784,,43
785,,45
786,,44
787,,54
788,,48
789,,51
790,,47
791,,52
792,,48
793,,54
794,,53
795,,49
796,,48
797,,44
798,,43
799,,52
800,,58
801,,54
802,,49
803,,50
804,,38
805,,52
806,,43
807,,52
808,,50
809,,49
810,,47
811,,68
812,,50
813,,29
814,,42
815,,50
816,,51
817,,40
818,,49
819,,52
820,,42
821,,54
822,,57
823,,49
824,,49
825,,52
826,,53
827,,39
828,,42
829,,45
830,,51
831,,38
832,,65
833,,46
834,,48
835,,53
836,,53
837,,49
838,,42
839,,49
840,,47
841,,41
842,,64
843,,52
844,,48
845,,49
846,,51
847,,46
848,,55
849,,53
850,,53
851,,54
852,,47
853,,47
854,,35
855,,54
856,,48
857,,44
858,,53
859,,58
860,,49
861,,39
862,,54
863,,41
864,,49
865,,40
866,,47
867,,53
868,,48
869,,51
870,,52
871,,45
872,,47
873,,38
874,,47
875,,44
876,,49
877,,43
878,,45
879,,47
880,,47
881,,40
882,,44
883,,49
884,,41
885,,44
886,,44
887,,54
888,,49
889,,42
890,,33
891,,52
892,,49
893,,56
894,,40
895,,41
896,,55
897,,43
898,,52
899,,48
900,,45
901,,50
902,,47
903,,59
904,,25
905,,52
906,,57
907,,45
908,,42
909,,39
910,,35
911,,43
912,,56
913,,52
914,,52
915,,58
916,,58
917,,55
918,,39
919,,44
920,,44
921,,50
922,,51
923,,48
924,,43
925,,51
926,,60
927,,42
928,,41
929,,53
930,,49
931,,53
932,,54
933,,42
934,,36
935,,48
936,,56
937,,54
938,,42
939,,37
940,,43
941,,38
942,,46
943,,60
944,,58
945,,54
946,,55
947,,63
948,,38
949,,56
950,,47
951,,37
952,,44
953,,50
954,,61
955,,59
956,,70
957,,37
958,,52
959,,34
960,,50
961,,51
962,,57
963,,54
964,,40
965,,53
966,,53
967,,49
968,,54
969,,52
970,,43
971,,44
972,,48
973,,38
974,,44
975,,43
976,,53
977,,46
978,,34
979,,55
980,,44
981,,49
982,,50
983,,46
984,,63
985,,47
986,,47
987,,44
988,,60
989,,41
990,,39
991,,43
992,,46
993,,54
994,,54
995,,45
996,,59
997,,53
998,,55
999,,45
1000,,44
1001,,53
1002,,58
1003,,60
1004,,59
1005,,64
1006,,52
1007,,44
1008,,49
1009,,39
1010,,50
1011,,46
1012,,42
1013,,50
1014,,56
1015,,48
1016,,47
1017,,41
1018,,54
1019,,44
1020,,41
1021,,49
1022,,42
1023,,42
